jwt_secret_length,cookie_secure,cookie_httponly,session_timeout,vulnerability,severity
40,1,1,2820,unknown,unknown
52,1,1,3816,unknown,unknown
26,0,1,2050,unknown,unknown
23,0,1,3568,unknown,unknown
33,1,0,2645,unknown,unknown
38,0,1,2455,unknown,unknown
28,1,1,1558,unknown,unknown
30,1,1,960,unknown,unknown
24,1,1,2720,unknown,unknown
13,1,1,2862,unknown,unknown
21,1,1,827,unknown,unknown
24,0,0,3073,unknown,unknown
24,0,0,2953,unknown,unknown
21,1,1,1772,unknown,unknown
38,1,0,2729,unknown,unknown
40,0,0,2149,unknown,unknown
8,1,1,2252,unknown,unknown
45,1,1,2804,unknown,unknown
45,1,1,1362,unknown,unknown
32,0,1,2770,unknown,unknown
37,1,0,3225,unknown,unknown
17,0,1,2458,unknown,unknown
44,0,1,2104,unknown,unknown
36,0,1,2434,unknown,unknown
36,1,1,2495,unknown,unknown
48,1,1,3086,unknown,unknown
32,0,1,2434,unknown,unknown
23,0,1,3175,unknown,unknown
28,1,1,1768,unknown,unknown
7,1,1,2427,unknown,unknown
9,1,1,2502,unknown,unknown
8,1,1,3267,unknown,unknown
47,1,0,2889,unknown,unknown
11,1,0,1917,unknown,unknown
30,1,1,1823,unknown,unknown
42,1,1,3296,unknown,unknown
18,1,1,1201,unknown,unknown
41,0,1,1533,unknown,unknown
22,1,1,2663,unknown,unknown
23,0,1,2755,unknown,unknown
40,1,1,2955,unknown,unknown
17,1,1,995,unknown,unknown
39,1,1,1859,unknown,unknown
17,1,1,614,unknown,unknown
30,1,1,2495,unknown,unknown
7,0,1,3142,unknown,unknown
14,1,0,5337,unknown,unknown
21,1,1,2198,unknown,unknown
27,1,1,7010,unknown,unknown
6,1,0,2477,unknown,unknown
56,0,1,2566,unknown,unknown
59,0,1,3526,unknown,unknown
29,0,1,2095,unknown,unknown
26,0,1,2155,unknown,unknown
43,0,0,1008,unknown,unknown
29,1,1,2438,unknown,unknown
22,1,1,2895,unknown,unknown
25,0,1,715,unknown,unknown
17,0,1,3178,unknown,unknown
37,1,1,1874,unknown,unknown
34,0,1,1924,unknown,unknown
25,1,1,2280,unknown,unknown
48,1,1,564,unknown,unknown
29,0,0,2545,unknown,unknown
53,0,0,2761,unknown,unknown
10,1,1,2807,unknown,unknown
22,1,1,2670,unknown,unknown
8,0,1,1491,unknown,unknown
24,1,1,3140,unknown,unknown
33,0,1,2299,unknown,unknown
9,1,1,2927,unknown,unknown
26,0,1,3043,unknown,unknown
21,1,1,691,unknown,unknown
59,0,0,2221,unknown,unknown
57,1,0,2021,unknown,unknown
32,0,1,2800,unknown,unknown
50,0,1,4936,unknown,unknown
44,0,1,2686,unknown,unknown
46,0,1,3379,unknown,unknown
60,1,0,2981,unknown,unknown
19,0,1,5428,unknown,unknown
29,0,1,3160,unknown,unknown
32,0,1,3190,unknown,unknown
24,0,0,1450,unknown,unknown
6,0,1,4042,unknown,unknown
33,1,0,3149,unknown,unknown
6,0,1,2902,unknown,unknown
25,1,1,2070,unknown,unknown
41,1,1,6534,unknown,unknown
55,1,1,2451,unknown,unknown
27,1,1,5148,unknown,unknown
33,1,1,3395,unknown,unknown
24,1,1,3035,unknown,unknown
10,1,1,2067,unknown,unknown
24,1,1,2615,unknown,unknown
9,1,1,931,unknown,unknown
42,1,1,973,unknown,unknown
61,1,1,3051,unknown,unknown
39,0,1,4084,unknown,unknown
33,1,1,3386,unknown,unknown
31,1,1,404,unknown,unknown
12,1,1,2267,unknown,unknown
33,1,1,5064,unknown,unknown
21,1,1,2718,unknown,unknown
5,1,0,3477,unknown,unknown
37,1,1,2580,unknown,unknown
31,1,1,3648,unknown,unknown
49,1,1,350,unknown,unknown
53,0,1,2446,unknown,unknown
37,0,1,3559,unknown,unknown
39,1,1,2660,unknown,unknown
34,1,1,2874,unknown,unknown
59,0,0,2521,unknown,unknown
33,1,1,3566,unknown,unknown
24,1,0,6233,unknown,unknown
19,1,1,3068,unknown,unknown
5,1,1,3462,unknown,unknown
25,1,1,3458,unknown,unknown
11,1,1,2427,unknown,unknown
46,1,0,3381,unknown,unknown
64,1,0,2721,unknown,unknown
41,1,1,3174,unknown,unknown
16,1,0,2873,unknown,unknown
31,1,1,2648,unknown,unknown
53,0,0,537,unknown,unknown
54,1,1,2216,unknown,unknown
31,0,1,2608,unknown,unknown
5,0,1,4987,unknown,unknown
15,0,0,1114,unknown,unknown
46,1,0,5001,unknown,unknown
13,1,0,2997,unknown,unknown
22,1,1,3210,unknown,unknown
13,1,1,1872,unknown,unknown
34,1,1,5400,unknown,unknown
7,0,0,3277,unknown,unknown
11,1,1,3087,unknown,unknown
8,0,0,336,unknown,unknown
21,1,1,3398,unknown,unknown
8,0,1,1145,unknown,unknown
24,1,1,3050,unknown,unknown
49,1,0,1159,unknown,unknown
31,1,1,2208,unknown,unknown
45,1,1,1811,unknown,unknown
23,0,1,3088,unknown,unknown
52,1,1,3951,unknown,unknown
45,1,1,2139,unknown,unknown
20,1,0,2693,unknown,unknown
31,1,0,2265,unknown,unknown
11,0,1,3472,unknown,unknown
18,1,1,3483,unknown,unknown
14,1,1,2082,unknown,unknown
36,1,0,3245,unknown,unknown
35,0,1,652,unknown,unknown
24,1,0,3473,unknown,unknown
12,0,0,6457,unknown,unknown
57,1,0,2981,unknown,unknown
45,1,1,2294,unknown,unknown
27,1,0,3725,unknown,unknown
48,1,1,2174,unknown,unknown
32,0,1,7066,unknown,unknown
29,0,1,1918,unknown,unknown
47,1,1,4959,unknown,unknown
5,1,1,1827,unknown,unknown
19,1,1,2588,unknown,unknown
40,1,1,770,unknown,unknown
14,0,1,441,unknown,unknown
32,0,1,2590,unknown,unknown
29,0,0,2125,unknown,unknown
40,1,1,2715,unknown,unknown
54,1,1,1015,unknown,unknown
37,1,0,1758,unknown,unknown
31,1,1,2448,unknown,unknown
36,1,0,3005,unknown,unknown
36,1,0,2585,unknown,unknown
37,1,1,2775,unknown,unknown
51,1,1,2891,unknown,unknown
27,0,1,6268,unknown,unknown
23,1,1,707,unknown,unknown
22,0,1,3223,unknown,unknown
47,0,1,2806,unknown,unknown
41,0,0,2881,unknown,unknown
5,0,1,2692,unknown,unknown
28,0,0,2413,unknown,unknown
10,1,1,2547,unknown,unknown
36,1,1,3056,unknown,unknown
9,0,1,2392,unknown,unknown
37,1,0,2949,unknown,unknown
41,1,1,343,unknown,unknown
25,0,1,3178,unknown,unknown
30,1,0,2105,unknown,unknown
23,1,1,4488,unknown,unknown
58,1,1,3591,unknown,unknown
37,1,1,4266,unknown,unknown
37,1,1,2979,unknown,unknown
21,1,1,2678,unknown,unknown
42,1,0,1949,unknown,unknown
22,0,1,2503,unknown,unknown
24,1,1,3275,unknown,unknown
15,1,0,3377,unknown,unknown
40,0,1,2134,unknown,unknown
19,1,1,2828,unknown,unknown
18,1,1,2763,unknown,unknown
62,0,1,809,unknown,unknown
37,1,1,949,unknown,unknown
38,0,1,3190,unknown,unknown
28,1,1,1138,unknown,unknown
21,1,1,1037,unknown,unknown
40,1,1,2106,unknown,unknown
5,1,1,3242,unknown,unknown
25,0,1,3298,unknown,unknown
33,1,1,6254,unknown,unknown
21,1,1,4518,unknown,unknown
60,1,0,2321,unknown,unknown
47,1,0,3569,unknown,unknown
34,1,1,1572,unknown,unknown
40,1,1,424,unknown,unknown
13,1,1,1464,unknown,unknown
22,0,1,2623,unknown,unknown
31,1,1,3168,unknown,unknown
34,1,1,3156,unknown,unknown
37,1,1,2670,unknown,unknown
9,1,1,2652,unknown,unknown
5,1,1,4602,unknown,unknown
25,1,1,3240,unknown,unknown
39,1,1,1820,unknown,unknown
38,0,1,5239,unknown,unknown
34,0,0,3469,unknown,unknown
31,1,1,2295,unknown,unknown
39,1,0,2201,unknown,unknown
24,1,1,3575,unknown,unknown
18,1,1,6723,unknown,unknown
38,0,1,2650,unknown,unknown
38,1,1,3339,unknown,unknown
40,1,0,2489,unknown,unknown
6,0,0,3577,unknown,unknown
33,1,1,3410,unknown,unknown
13,1,1,2147,unknown,unknown
48,1,1,561,unknown,unknown
52,1,1,2811,unknown,unknown
35,0,1,1208,unknown,unknown
37,1,1,1393,unknown,unknown
34,1,0,3129,unknown,unknown
44,1,1,3479,unknown,unknown
52,1,0,2001,unknown,unknown
7,0,1,3112,unknown,unknown
52,1,0,2841,unknown,unknown
48,1,0,5589,unknown,unknown
8,0,1,799,unknown,unknown
47,0,1,2146,unknown,unknown
8,0,0,2197,unknown,unknown
27,0,1,4588,unknown,unknown
23,0,1,1900,unknown,unknown
20,0,1,3655,unknown,unknown
8,1,1,1569,unknown,unknown
64,1,0,2061,unknown,unknown
60,1,1,2966,unknown,unknown
62,0,0,3181,unknown,unknown
36,0,1,2944,unknown,unknown
27,1,1,5960,unknown,unknown
22,1,1,3000,unknown,unknown
14,1,1,1887,unknown,unknown
27,1,1,5120,unknown,unknown
36,1,1,2270,unknown,unknown
22,1,1,3183,unknown,unknown
29,1,1,1516,unknown,unknown
32,0,1,2959,unknown,unknown
57,1,1,4616,unknown,unknown
23,0,1,1930,unknown,unknown
44,0,1,4966,unknown,unknown
42,1,1,3479,unknown,unknown
13,0,0,2257,unknown,unknown
28,1,0,2693,unknown,unknown
21,1,1,1593,unknown,unknown
34,1,0,2361,unknown,unknown
39,1,0,3161,unknown,unknown
34,1,0,3909,unknown,unknown
30,0,1,3463,unknown,unknown
16,1,0,2433,unknown,unknown
46,1,0,1086,unknown,unknown
41,1,1,3119,unknown,unknown
35,0,0,2461,unknown,unknown
32,0,1,2476,unknown,unknown
42,1,1,2544,unknown,unknown
31,1,1,1547,unknown,unknown
32,0,1,3010,unknown,unknown
25,1,1,3818,unknown,unknown
27,1,1,4250,unknown,unknown
37,1,0,3141,unknown,unknown
51,1,0,1540,unknown,unknown
45,1,1,1089,unknown,unknown
7,1,1,2742,unknown,unknown
6,0,0,2077,unknown,unknown
60,1,1,4091,unknown,unknown
7,1,0,4637,unknown,unknown
41,0,1,3031,unknown,unknown
27,1,0,4565,unknown,unknown
21,1,1,1309,unknown,unknown
5,1,1,3162,unknown,unknown
39,1,1,2679,unknown,unknown
29,0,1,3055,unknown,unknown
32,1,1,2534,unknown,unknown
29,0,0,2305,unknown,unknown
29,0,1,2860,unknown,unknown
23,1,1,2168,unknown,unknown
7,1,0,3237,unknown,unknown
26,0,1,2083,unknown,unknown
39,1,1,2036,unknown,unknown
21,0,1,1617,unknown,unknown
17,0,1,4978,unknown,unknown
23,0,1,2770,unknown,unknown
38,1,1,2999,unknown,unknown
48,1,1,3774,unknown,unknown
49,1,0,4341,unknown,unknown
7,1,0,2537,unknown,unknown
58,1,0,2421,unknown,unknown
41,1,1,3104,unknown,unknown
41,0,1,5344,unknown,unknown
10,1,1,3192,unknown,unknown
48,1,1,2111,unknown,unknown
44,0,0,5449,unknown,unknown
61,1,0,3381,unknown,unknown
11,0,0,3457,unknown,unknown
39,1,1,1152,unknown,unknown
35,1,1,1012,unknown,unknown
13,1,1,2022,unknown,unknown
15,0,1,768,unknown,unknown
21,1,1,1958,unknown,unknown
48,0,0,3109,unknown,unknown
29,0,0,2005,unknown,unknown
34,1,0,4425,unknown,unknown
9,0,0,2377,unknown,unknown
41,1,1,2154,unknown,unknown
37,1,1,2354,unknown,unknown
27,0,1,3508,unknown,unknown
5,1,1,3587,unknown,unknown
20,0,0,2893,unknown,unknown
10,0,1,4882,unknown,unknown
30,1,1,1162,unknown,unknown
37,1,1,2439,unknown,unknown
26,1,1,1803,unknown,unknown
32,0,1,3430,unknown,unknown
40,1,1,1995,unknown,unknown
32,0,0,1439,unknown,unknown
38,0,1,2071,unknown,unknown
35,0,1,4231,unknown,unknown
57,1,1,2336,unknown,unknown
23,0,1,2968,unknown,unknown
9,1,1,3902,unknown,unknown
63,1,0,2261,unknown,unknown
35,1,0,3249,unknown,unknown
43,0,1,3274,unknown,unknown
31,1,1,2048,unknown,unknown
37,1,1,460,unknown,unknown
23,1,1,1808,unknown,unknown
34,1,1,5715,unknown,unknown
43,1,0,3629,unknown,unknown
48,1,0,1889,unknown,unknown
17,0,1,2698,unknown,unknown
37,1,1,2639,unknown,unknown
40,1,1,1875,unknown,unknown
34,1,1,5610,unknown,unknown
39,1,1,3104,unknown,unknown
20,0,0,4105,unknown,unknown
21,1,1,3078,unknown,unknown
40,1,1,2295,unknown,unknown
12,0,1,2182,unknown,unknown
28,1,0,1853,unknown,unknown
13,1,1,5127,unknown,unknown
6,1,1,5967,unknown,unknown
36,1,1,3099,unknown,unknown
46,1,1,1684,unknown,unknown
14,1,1,2342,unknown,unknown
44,0,1,2176,unknown,unknown
23,1,1,3128,unknown,unknown
30,0,1,2383,unknown,unknown
33,1,0,2469,unknown,unknown
48,1,0,2741,unknown,unknown
41,1,1,1899,unknown,unknown
35,0,1,1387,unknown,unknown
60,1,0,6401,unknown,unknown
38,0,0,2149,unknown,unknown
30,1,0,1865,unknown,unknown
59,0,1,4516,unknown,unknown
31,1,1,2370,unknown,unknown
31,1,1,2070,unknown,unknown
34,1,1,2331,unknown,unknown
43,1,1,3576,unknown,unknown
29,1,1,4238,unknown,unknown
48,1,1,3071,unknown,unknown
15,0,1,1987,unknown,unknown
34,1,1,1866,unknown,unknown
9,0,1,3052,unknown,unknown
47,1,1,3314,unknown,unknown
45,1,1,3599,unknown,unknown
42,1,0,2981,unknown,unknown
18,1,1,5043,unknown,unknown
13,1,1,3287,unknown,unknown
38,1,0,3069,unknown,unknown
12,0,0,3337,unknown,unknown
9,1,1,1779,unknown,unknown
34,1,1,4875,unknown,unknown
5,1,1,2172,unknown,unknown
45,1,0,2409,unknown,unknown
33,1,0,6849,unknown,unknown
45,0,1,3514,unknown,unknown
54,1,0,2201,unknown,unknown
15,1,0,2757,unknown,unknown
38,0,0,2581,unknown,unknown
40,1,0,1949,unknown,unknown
7,1,1,2592,unknown,unknown
18,1,1,1380,unknown,unknown
36,1,1,7136,unknown,unknown
25,1,0,2205,unknown,unknown
24,1,0,5673,unknown,unknown
39,1,0,2945,unknown,unknown
38,1,1,1979,unknown,unknown
32,0,1,1960,unknown,unknown
26,0,1,3550,unknown,unknown
38,0,1,2911,unknown,unknown
40,1,0,2085,unknown,unknown
34,0,1,4504,unknown,unknown
45,1,1,2154,unknown,unknown
15,1,1,3032,unknown,unknown
33,1,1,2855,unknown,unknown
12,1,1,2142,unknown,unknown
48,1,1,2246,unknown,unknown
29,0,0,3145,unknown,unknown
61,1,1,2556,unknown,unknown
36,1,1,3539,unknown,unknown
28,1,0,2973,unknown,unknown
46,1,1,775,unknown,unknown
11,1,1,2922,unknown,unknown
24,0,0,2113,unknown,unknown
23,0,1,2350,unknown,unknown
35,1,1,3914,unknown,unknown
63,1,1,2951,unknown,unknown
42,1,1,1991,unknown,unknown
19,1,1,2108,unknown,unknown
9,1,0,2337,unknown,unknown
34,1,1,2496,unknown,unknown
21,1,1,2358,unknown,unknown
39,1,0,1929,unknown,unknown
57,1,1,2486,unknown,unknown
56,0,1,1050,unknown,unknown
45,1,1,6716,unknown,unknown
19,1,1,4868,unknown,unknown
16,1,0,3153,unknown,unknown
51,1,1,3386,unknown,unknown
20,0,1,4390,unknown,unknown
7,1,1,2042,unknown,unknown
22,1,1,3063,unknown,unknown
6,1,1,3027,unknown,unknown
8,1,1,2772,unknown,unknown
34,1,1,3615,unknown,unknown
33,1,1,2675,unknown,unknown
31,1,1,2610,unknown,unknown
52,1,1,2316,unknown,unknown
38,0,1,2644,unknown,unknown
46,1,1,2211,unknown,unknown
23,0,1,2740,unknown,unknown
40,1,0,2505,unknown,unknown
36,1,0,2009,unknown,unknown
32,0,1,4999,unknown,unknown
38,0,1,2260,unknown,unknown
31,1,1,3330,unknown,unknown
5,1,1,2432,unknown,unknown
44,0,1,3511,unknown,unknown
6,0,1,1912,unknown,unknown
39,1,1,3590,unknown,unknown
43,1,1,2106,unknown,unknown
35,0,0,683,unknown,unknown
33,1,1,3515,unknown,unknown
33,1,1,2015,unknown,unknown
58,1,0,3261,unknown,unknown
41,1,1,4154,unknown,unknown
53,0,0,3241,unknown,unknown
10,0,1,2272,unknown,unknown
22,1,1,1621,unknown,unknown
50,0,1,2971,unknown,unknown
6,0,1,725,unknown,unknown
40,1,1,2436,unknown,unknown
5,1,0,593,unknown,unknown
29,1,1,2118,unknown,unknown
44,0,1,2371,unknown,unknown
64,1,1,2886,unknown,unknown
26,0,1,3130,unknown,unknown
35,1,0,728,unknown,unknown
34,0,1,4474,unknown,unknown
12,1,1,406,unknown,unknown
18,0,1,3043,unknown,unknown
39,1,1,1944,unknown,unknown
57,1,1,5771,unknown,unknown
59,0,1,3196,unknown,unknown
56,0,1,1891,unknown,unknown
20,0,1,6520,unknown,unknown
18,1,1,2243,unknown,unknown
24,1,0,3273,unknown,unknown
21,1,0,963,unknown,unknown
29,0,1,2638,unknown,unknown
35,0,1,1951,unknown,unknown
25,1,1,3570,unknown,unknown
28,1,1,1107,unknown,unknown
44,1,1,2274,unknown,unknown
18,1,1,1803,unknown,unknown
40,1,1,3150,unknown,unknown
39,1,1,3155,unknown,unknown
16,1,0,1953,unknown,unknown
26,1,1,3963,unknown,unknown
35,1,1,2454,unknown,unknown
9,0,1,2722,unknown,unknown
14,0,1,3127,unknown,unknown
53,0,1,2911,unknown,unknown
18,1,1,3443,unknown,unknown
16,1,0,2393,unknown,unknown
7,1,0,3497,unknown,unknown
32,0,1,3310,unknown,unknown
25,0,1,2938,unknown,unknown
53,0,1,3106,unknown,unknown
9,1,1,3272,unknown,unknown
25,1,1,3378,unknown,unknown
58,1,1,2946,unknown,unknown
24,1,1,2015,unknown,unknown
22,1,1,2580,unknown,unknown
13,0,0,3217,unknown,unknown
40,1,1,1233,unknown,unknown
27,1,0,5645,unknown,unknown
34,1,1,6450,unknown,unknown
6,1,1,2712,unknown,unknown
18,1,1,3363,unknown,unknown
62,0,0,1861,unknown,unknown
36,1,0,5169,unknown,unknown
6,1,1,1967,unknown,unknown
9,0,1,2902,unknown,unknown
36,1,1,3440,unknown,unknown
9,1,1,4922,unknown,unknown
20,0,0,4945,unknown,unknown
39,1,1,2015,unknown,unknown
21,1,1,574,unknown,unknown
24,0,0,1873,unknown,unknown
47,0,1,3739,unknown,unknown
32,1,0,2889,unknown,unknown
64,1,1,2196,unknown,unknown
37,1,0,2385,unknown,unknown
40,0,0,3169,unknown,unknown
27,1,1,3188,unknown,unknown
7,0,1,2152,unknown,unknown
28,1,1,1348,unknown,unknown
42,1,0,2189,unknown,unknown
46,0,1,4894,unknown,unknown
21,1,0,302,unknown,unknown
33,1,1,2979,unknown,unknown
48,0,1,1156,unknown,unknown
37,1,0,6989,unknown,unknown
20,0,0,5365,unknown,unknown
11,1,0,5477,unknown,unknown
38,0,0,4861,unknown,unknown
44,0,1,3196,unknown,unknown
27,1,1,5855,unknown,unknown
30,1,1,2783,unknown,unknown
31,1,1,2328,unknown,unknown
45,1,0,3281,unknown,unknown
19,1,1,6548,unknown,unknown
36,0,1,3979,unknown,unknown
41,0,0,3361,unknown,unknown
45,1,0,3669,unknown,unknown
31,1,0,1965,unknown,unknown
33,1,0,2921,unknown,unknown
33,1,1,2150,unknown,unknown
58,1,1,2436,unknown,unknown
23,0,1,5848,unknown,unknown
63,1,1,2291,unknown,unknown
59,0,1,3511,unknown,unknown
11,1,1,1351,unknown,unknown
13,0,1,2392,unknown,unknown
57,1,0,2321,unknown,unknown
42,1,1,2666,unknown,unknown
12,0,1,4012,unknown,unknown
45,0,1,6079,unknown,unknown
33,1,0,2885,unknown,unknown
41,1,1,3444,unknown,unknown
31,0,1,4768,unknown,unknown
44,1,1,2684,unknown,unknown
40,1,1,4896,unknown,unknown
60,1,1,1811,unknown,unknown
24,0,0,1092,unknown,unknown
43,1,1,2594,unknown,unknown
47,0,1,2194,unknown,unknown
13,1,0,655,unknown,unknown
6,1,1,5582,unknown,unknown
63,1,0,1058,unknown,unknown
6,0,1,3247,unknown,unknown
7,1,1,3332,unknown,unknown
8,1,1,3212,unknown,unknown
10,0,1,2452,unknown,unknown
29,0,1,2830,unknown,unknown
20,0,0,3685,unknown,unknown
28,1,1,1169,unknown,unknown
13,1,1,2352,unknown,unknown
15,0,1,3622,unknown,unknown
34,1,1,6884,unknown,unknown
7,0,0,2797,unknown,unknown
61,1,1,4551,unknown,unknown
48,0,1,3364,unknown,unknown
27,1,1,6695,unknown,unknown
15,0,0,3157,unknown,unknown
28,1,1,1274,unknown,unknown
11,1,1,3512,unknown,unknown
18,1,1,3203,unknown,unknown
45,1,1,2039,unknown,unknown
9,1,1,3012,unknown,unknown
27,1,1,4700,unknown,unknown
39,0,0,2509,unknown,unknown
39,1,1,2846,unknown,unknown
23,1,1,2688,unknown,unknown
41,0,0,7129,unknown,unknown
34,1,1,355,unknown,unknown
44,1,1,1611,unknown,unknown
15,1,1,2622,unknown,unknown
15,0,0,2317,unknown,unknown
39,0,1,2539,unknown,unknown
25,1,1,3255,unknown,unknown
35,0,0,2029,unknown,unknown
5,0,1,2887,unknown,unknown
27,1,1,1306,unknown,unknown
57,1,1,2996,unknown,unknown
31,0,1,2128,unknown,unknown
31,1,1,1726,unknown,unknown
43,1,1,670,unknown,unknown
27,1,1,2708,unknown,unknown
34,1,0,7101,unknown,unknown
13,1,1,2832,unknown,unknown
41,0,0,2509,unknown,unknown
34,1,1,6030,unknown,unknown
45,0,0,2749,unknown,unknown
47,1,1,1854,unknown,unknown
25,1,1,2490,unknown,unknown
6,1,0,2517,unknown,unknown
5,1,0,2117,unknown,unknown
31,0,1,987,unknown,unknown
31,1,0,2505,unknown,unknown
22,1,1,2355,unknown,unknown
46,1,1,2259,unknown,unknown
31,1,1,3408,unknown,unknown
32,0,1,2275,unknown,unknown
22,1,1,322,unknown,unknown
48,1,1,2754,unknown,unknown
11,1,1,2687,unknown,unknown
33,1,1,2450,unknown,unknown
32,0,1,1218,unknown,unknown
28,1,1,897,unknown,unknown
38,1,1,3594,unknown,unknown
61,1,0,5841,unknown,unknown
36,0,1,1894,unknown,unknown
6,0,1,3067,unknown,unknown
21,1,0,784,unknown,unknown
46,1,1,4299,unknown,unknown
23,0,0,2965,unknown,unknown
64,1,0,3021,unknown,unknown
38,1,1,2079,unknown,unknown
22,1,1,2790,unknown,unknown
38,0,1,2086,unknown,unknown
8,1,1,4847,unknown,unknown
35,1,1,2384,unknown,unknown
28,1,0,2373,unknown,unknown
11,1,0,1736,unknown,unknown
27,1,1,4595,unknown,unknown
9,1,1,2022,unknown,unknown
11,0,1,3307,unknown,unknown
8,1,1,2387,unknown,unknown
30,1,1,3020,unknown,unknown
39,1,1,2516,unknown,unknown
62,0,1,3151,unknown,unknown
37,0,0,4609,unknown,unknown
47,0,1,2476,unknown,unknown
48,1,1,2414,unknown,unknown
26,0,0,2905,unknown,unknown
38,1,0,4049,unknown,unknown
62,0,1,3331,unknown,unknown
35,0,0,1801,unknown,unknown
14,1,1,3552,unknown,unknown
62,0,0,2161,unknown,unknown
51,1,1,5666,unknown,unknown
17,1,1,4418,unknown,unknown
25,0,1,1858,unknown,unknown
13,1,1,3492,unknown,unknown
12,1,1,2487,unknown,unknown
36,1,1,3350,unknown,unknown
39,0,0,3049,unknown,unknown
11,0,1,1987,unknown,unknown
63,1,1,595,unknown,unknown
33,0,0,347,unknown,unknown
39,0,1,2014,unknown,unknown
21,1,1,889,unknown,unknown
30,1,0,2405,unknown,unknown
50,0,1,2131,unknown,unknown
34,1,1,4635,unknown,unknown
7,1,1,2412,unknown,unknown
46,1,0,2721,unknown,unknown
13,0,1,2227,unknown,unknown
48,0,1,6184,unknown,unknown
64,1,1,2856,unknown,unknown
30,0,1,3823,unknown,unknown
48,1,1,2739,unknown,unknown
29,1,1,2358,unknown,unknown
62,0,0,1618,unknown,unknown
39,1,1,2594,unknown,unknown
36,1,1,2900,unknown,unknown
29,0,0,2725,unknown,unknown
25,1,1,4698,unknown,unknown
40,1,1,2204,unknown,unknown
38,0,1,2995,unknown,unknown
21,1,1,3518,unknown,unknown
63,1,1,1404,unknown,unknown
28,1,1,1317,unknown,unknown
35,0,1,1628,unknown,unknown
54,1,1,3506,unknown,unknown
28,1,0,1663,unknown,unknown
35,0,1,1418,unknown,unknown
8,1,1,6002,unknown,unknown
60,1,0,2141,unknown,unknown
38,0,0,3241,unknown,unknown
31,1,0,2385,unknown,unknown
26,0,1,3220,unknown,unknown
33,0,0,3589,unknown,unknown
15,1,1,3087,unknown,unknown
12,0,1,2872,unknown,unknown
52,1,0,2181,unknown,unknown
33,1,1,4439,unknown,unknown
46,0,0,2089,unknown,unknown
41,0,1,5491,unknown,unknown
46,0,1,3364,unknown,unknown
24,1,0,3393,unknown,unknown
19,0,1,3148,unknown,unknown
29,1,1,1695,unknown,unknown
36,0,1,5764,unknown,unknown
29,0,1,2398,unknown,unknown
46,0,1,2074,unknown,unknown
16,1,0,2273,unknown,unknown
30,1,1,2663,unknown,unknown
24,1,0,3113,unknown,unknown
48,1,1,2939,unknown,unknown
11,1,1,1044,unknown,unknown
36,1,1,4574,unknown,unknown
9,1,0,2597,unknown,unknown
12,0,1,3022,unknown,unknown
16,1,0,3513,unknown,unknown
21,1,1,1838,unknown,unknown
33,1,1,2255,unknown,unknown
31,1,1,2715,unknown,unknown
12,1,1,2762,unknown,unknown
44,0,0,3001,unknown,unknown
53,0,1,1575,unknown,unknown
5,0,0,2377,unknown,unknown
36,1,1,1839,unknown,unknown
50,0,1,2776,unknown,unknown
11,1,0,3197,unknown,unknown
38,0,0,2785,unknown,unknown
58,1,1,1956,unknown,unknown
9,1,1,2132,unknown,unknown
32,0,1,3220,unknown,unknown
56,0,1,2251,unknown,unknown
15,1,1,5162,unknown,unknown
39,1,0,1841,unknown,unknown
31,1,1,3288,unknown,unknown
42,1,1,1934,unknown,unknown
37,1,1,1971,unknown,unknown
8,0,0,3157,unknown,unknown
8,1,1,6387,unknown,unknown
15,0,1,7087,unknown,unknown
11,1,0,2937,unknown,unknown
36,1,1,2064,unknown,unknown
46,1,1,2684,unknown,unknown
10,1,1,488,unknown,unknown
8,1,1,1184,unknown,unknown
7,0,1,3442,unknown,unknown
9,1,1,3092,unknown,unknown
11,1,1,3182,unknown,unknown
22,1,1,1935,unknown,unknown
51,1,0,2381,unknown,unknown
14,0,1,2467,unknown,unknown
9,1,1,3162,unknown,unknown
12,0,1,830,unknown,unknown
41,1,1,2694,unknown,unknown
5,1,1,2007,unknown,unknown
5,1,1,2582,unknown,unknown
60,1,0,1961,unknown,unknown
35,0,1,1804,unknown,unknown
44,1,1,2259,unknown,unknown
17,1,1,3218,unknown,unknown
63,1,1,2111,unknown,unknown
57,1,1,2651,unknown,unknown
33,1,1,1537,unknown,unknown
19,1,1,2468,unknown,unknown
31,1,1,2160,unknown,unknown
29,1,1,396,unknown,unknown
17,1,1,3578,unknown,unknown
23,0,1,1915,unknown,unknown
35,0,0,1344,unknown,unknown
46,1,0,2901,unknown,unknown
59,0,1,3346,unknown,unknown
17,1,1,6338,unknown,unknown
25,1,1,3555,unknown,unknown
14,0,0,2797,unknown,unknown
32,0,1,1855,unknown,unknown
21,0,1,3598,unknown,unknown
24,1,0,711,unknown,unknown
19,0,1,2308,unknown,unknown
33,1,1,2555,unknown,unknown
12,1,1,1600,unknown,unknown
21,1,1,1247,unknown,unknown
6,1,0,2217,unknown,unknown
32,0,1,2626,unknown,unknown
7,1,1,2922,unknown,unknown
28,1,1,477,unknown,unknown
26,0,1,7003,unknown,unknown
36,1,1,3191,unknown,unknown
51,1,1,3071,unknown,unknown
59,0,1,2686,unknown,unknown
15,0,1,1852,unknown,unknown
42,0,0,3409,unknown,unknown
43,1,1,3396,unknown,unknown
20,1,0,2573,unknown,unknown
20,1,0,1411,unknown,unknown
46,1,1,3704,unknown,unknown
