config,vulnerability,severity
JWT_SECRET_LENGTH=22;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2743,unknown,unknown
JWT_SECRET_LENGTH=38;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2744,unknown,unknown
JWT_SECRET_LENGTH=34;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=6345,unknown,unknown
JWT_SECRET_LENGTH=38;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1544,unknown,unknown
JWT_SECRET_LENGTH=12;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2747,unknown,unknown
JWT_SECRET_LENGTH=27;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2748,unknown,unknown
JWT_SECRET_LENGTH=43;COOKIE_SECURE=0;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2749,unknown,unknown
JWT_SECRET_LENGTH=39;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2750,unknown,unknown
JWT_SECRET_LENGTH=43;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2751,unknown,unknown
JWT_SECRET_LENGTH=6;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=6352,unknown,unknown
JWT_SECRET_LENGTH=16;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=1551,unknown,unknown
JWT_SECRET_LENGTH=48;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2754,unknown,unknown
JWT_SECRET_LENGTH=23;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2755,unknown,unknown
JWT_SECRET_LENGTH=48;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2756,unknown,unknown
JWT_SECRET_LENGTH=11;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2757,unknown,unknown
JWT_SECRET_LENGTH=21;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2758,unknown,unknown
JWT_SECRET_LENGTH=36;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=6359,unknown,unknown
JWT_SECRET_LENGTH=28;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1558,unknown,unknown
JWT_SECRET_LENGTH=53;COOKIE_SECURE=0;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2761,unknown,unknown
JWT_SECRET_LENGTH=5;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2762,unknown,unknown
JWT_SECRET_LENGTH=26;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2763,unknown,unknown
JWT_SECRET_LENGTH=41;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2764,unknown,unknown
JWT_SECRET_LENGTH=33;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2765,unknown,unknown
JWT_SECRET_LENGTH=58;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=6366,unknown,unknown
JWT_SECRET_LENGTH=10;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1565,unknown,unknown
JWT_SECRET_LENGTH=31;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2768,unknown,unknown
JWT_SECRET_LENGTH=46;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2769,unknown,unknown
JWT_SECRET_LENGTH=38;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2770,unknown,unknown
JWT_SECRET_LENGTH=63;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2771,unknown,unknown
JWT_SECRET_LENGTH=15;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2772,unknown,unknown
JWT_SECRET_LENGTH=20;COOKIE_SECURE=0;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=6373,unknown,unknown
JWT_SECRET_LENGTH=34;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1572,unknown,unknown
JWT_SECRET_LENGTH=22;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2775,unknown,unknown
JWT_SECRET_LENGTH=35;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2776,unknown,unknown
JWT_SECRET_LENGTH=9;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2777,unknown,unknown
JWT_SECRET_LENGTH=25;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2778,unknown,unknown
JWT_SECRET_LENGTH=39;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2779,unknown,unknown
JWT_SECRET_LENGTH=27;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=6380,unknown,unknown
JWT_SECRET_LENGTH=40;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=1579,unknown,unknown
JWT_SECRET_LENGTH=14;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2782,unknown,unknown
JWT_SECRET_LENGTH=30;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2783,unknown,unknown
JWT_SECRET_LENGTH=44;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2784,unknown,unknown
JWT_SECRET_LENGTH=32;COOKIE_SECURE=0;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2785,unknown,unknown
JWT_SECRET_LENGTH=45;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2786,unknown,unknown
JWT_SECRET_LENGTH=8;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=6387,unknown,unknown
JWT_SECRET_LENGTH=19;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1586,unknown,unknown
JWT_SECRET_LENGTH=32;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2789,unknown,unknown
JWT_SECRET_LENGTH=37;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2790,unknown,unknown
JWT_SECRET_LENGTH=50;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2791,unknown,unknown
JWT_SECRET_LENGTH=13;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2792,unknown,unknown
JWT_SECRET_LENGTH=24;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2793,unknown,unknown
JWT_SECRET_LENGTH=37;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=6394,unknown,unknown
JWT_SECRET_LENGTH=21;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1593,unknown,unknown
JWT_SECRET_LENGTH=55;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2796,unknown,unknown
JWT_SECRET_LENGTH=7;COOKIE_SECURE=0;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2797,unknown,unknown
JWT_SECRET_LENGTH=29;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2798,unknown,unknown
JWT_SECRET_LENGTH=42;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2799,unknown,unknown
JWT_SECRET_LENGTH=26;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2800,unknown,unknown
JWT_SECRET_LENGTH=60;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=6401,unknown,unknown
JWT_SECRET_LENGTH=12;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1600,unknown,unknown
JWT_SECRET_LENGTH=18;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2803,unknown,unknown
JWT_SECRET_LENGTH=47;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2804,unknown,unknown
JWT_SECRET_LENGTH=31;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2805,unknown,unknown
JWT_SECRET_LENGTH=32;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2806,unknown,unknown
JWT_SECRET_LENGTH=6;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2807,unknown,unknown
JWT_SECRET_LENGTH=23;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=6408,unknown,unknown
JWT_SECRET_LENGTH=35;COOKIE_SECURE=0;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=1607,unknown,unknown
JWT_SECRET_LENGTH=36;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2810,unknown,unknown
JWT_SECRET_LENGTH=37;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2811,unknown,unknown
JWT_SECRET_LENGTH=11;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2812,unknown,unknown
JWT_SECRET_LENGTH=28;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2813,unknown,unknown
JWT_SECRET_LENGTH=40;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2814,unknown,unknown
JWT_SECRET_LENGTH=20;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=6415,unknown,unknown
JWT_SECRET_LENGTH=42;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1614,unknown,unknown
JWT_SECRET_LENGTH=5;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2817,unknown,unknown
JWT_SECRET_LENGTH=17;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2818,unknown,unknown
JWT_SECRET_LENGTH=45;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2819,unknown,unknown
JWT_SECRET_LENGTH=25;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2820,unknown,unknown
JWT_SECRET_LENGTH=47;COOKIE_SECURE=0;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2821,unknown,unknown
JWT_SECRET_LENGTH=10;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=6422,unknown,unknown
JWT_SECRET_LENGTH=22;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1621,unknown,unknown
JWT_SECRET_LENGTH=33;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2824,unknown,unknown
JWT_SECRET_LENGTH=30;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2825,unknown,unknown
JWT_SECRET_LENGTH=52;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2826,unknown,unknown
JWT_SECRET_LENGTH=15;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2827,unknown,unknown
JWT_SECRET_LENGTH=27;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2828,unknown,unknown
JWT_SECRET_LENGTH=38;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=6429,unknown,unknown
JWT_SECRET_LENGTH=35;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1628,unknown,unknown
JWT_SECRET_LENGTH=57;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2831,unknown,unknown
JWT_SECRET_LENGTH=9;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2832,unknown,unknown
JWT_SECRET_LENGTH=16;COOKIE_SECURE=0;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2833,unknown,unknown
JWT_SECRET_LENGTH=43;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2834,unknown,unknown
JWT_SECRET_LENGTH=40;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2835,unknown,unknown
JWT_SECRET_LENGTH=62;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=6436,unknown,unknown
JWT_SECRET_LENGTH=14;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=1635,unknown,unknown
JWT_SECRET_LENGTH=21;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2838,unknown,unknown
JWT_SECRET_LENGTH=48;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2839,unknown,unknown
JWT_SECRET_LENGTH=24;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2840,unknown,unknown
JWT_SECRET_LENGTH=34;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2841,unknown,unknown
JWT_SECRET_LENGTH=8;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2842,unknown,unknown
JWT_SECRET_LENGTH=26;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=6443,unknown,unknown
JWT_SECRET_LENGTH=36;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1642,unknown,unknown
JWT_SECRET_LENGTH=29;COOKIE_SECURE=0;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2845,unknown,unknown
JWT_SECRET_LENGTH=39;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2846,unknown,unknown
JWT_SECRET_LENGTH=13;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2847,unknown,unknown
JWT_SECRET_LENGTH=31;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2848,unknown,unknown
JWT_SECRET_LENGTH=41;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2849,unknown,unknown
JWT_SECRET_LENGTH=34;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=6450,unknown,unknown
JWT_SECRET_LENGTH=44;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1649,unknown,unknown
JWT_SECRET_LENGTH=7;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2852,unknown,unknown
JWT_SECRET_LENGTH=20;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2853,unknown,unknown
JWT_SECRET_LENGTH=46;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2854,unknown,unknown
JWT_SECRET_LENGTH=39;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2855,unknown,unknown
JWT_SECRET_LENGTH=49;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2856,unknown,unknown
JWT_SECRET_LENGTH=12;COOKIE_SECURE=0;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=6457,unknown,unknown
JWT_SECRET_LENGTH=25;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1656,unknown,unknown
JWT_SECRET_LENGTH=34;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2859,unknown,unknown
JWT_SECRET_LENGTH=23;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2860,unknown,unknown
JWT_SECRET_LENGTH=54;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2861,unknown,unknown
JWT_SECRET_LENGTH=6;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2862,unknown,unknown
JWT_SECRET_LENGTH=30;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2863,unknown,unknown
JWT_SECRET_LENGTH=39;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=6464,unknown,unknown
JWT_SECRET_LENGTH=28;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=1663,unknown,unknown
JWT_SECRET_LENGTH=59;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2866,unknown,unknown
JWT_SECRET_LENGTH=11;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2867,unknown,unknown
JWT_SECRET_LENGTH=19;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2868,unknown,unknown
JWT_SECRET_LENGTH=44;COOKIE_SECURE=0;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2869,unknown,unknown
JWT_SECRET_LENGTH=33;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2870,unknown,unknown
JWT_SECRET_LENGTH=64;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=6471,unknown,unknown
JWT_SECRET_LENGTH=5;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1670,unknown,unknown
JWT_SECRET_LENGTH=24;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2873,unknown,unknown
JWT_SECRET_LENGTH=32;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2874,unknown,unknown
JWT_SECRET_LENGTH=38;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2875,unknown,unknown
JWT_SECRET_LENGTH=36;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2876,unknown,unknown
JWT_SECRET_LENGTH=10;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2877,unknown,unknown
JWT_SECRET_LENGTH=29;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=6478,unknown,unknown
JWT_SECRET_LENGTH=37;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1677,unknown,unknown
JWT_SECRET_LENGTH=22;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2880,unknown,unknown
JWT_SECRET_LENGTH=41;COOKIE_SECURE=0;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2881,unknown,unknown
JWT_SECRET_LENGTH=15;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2882,unknown,unknown
JWT_SECRET_LENGTH=18;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2883,unknown,unknown
JWT_SECRET_LENGTH=42;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2884,unknown,unknown
JWT_SECRET_LENGTH=27;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=6485,unknown,unknown
JWT_SECRET_LENGTH=46;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1684,unknown,unknown
JWT_SECRET_LENGTH=9;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2887,unknown,unknown
JWT_SECRET_LENGTH=23;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2888,unknown,unknown
JWT_SECRET_LENGTH=47;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2889,unknown,unknown
JWT_SECRET_LENGTH=32;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2890,unknown,unknown
JWT_SECRET_LENGTH=51;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2891,unknown,unknown
JWT_SECRET_LENGTH=14;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=6492,unknown,unknown
JWT_SECRET_LENGTH=28;COOKIE_SECURE=0;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=1691,unknown,unknown
JWT_SECRET_LENGTH=35;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2894,unknown,unknown
JWT_SECRET_LENGTH=37;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2895,unknown,unknown
JWT_SECRET_LENGTH=56;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2896,unknown,unknown
JWT_SECRET_LENGTH=8;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2897,unknown,unknown
JWT_SECRET_LENGTH=17;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2898,unknown,unknown
JWT_SECRET_LENGTH=40;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=6499,unknown,unknown
JWT_SECRET_LENGTH=21;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1698,unknown,unknown
JWT_SECRET_LENGTH=61;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2901,unknown,unknown
JWT_SECRET_LENGTH=13;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2902,unknown,unknown
JWT_SECRET_LENGTH=22;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2903,unknown,unknown
JWT_SECRET_LENGTH=45;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2904,unknown,unknown
JWT_SECRET_LENGTH=26;COOKIE_SECURE=0;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2905,unknown,unknown
JWT_SECRET_LENGTH=33;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=6506,unknown,unknown
JWT_SECRET_LENGTH=7;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1705,unknown,unknown
JWT_SECRET_LENGTH=27;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2908,unknown,unknown
JWT_SECRET_LENGTH=33;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2909,unknown,unknown
JWT_SECRET_LENGTH=31;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2910,unknown,unknown
JWT_SECRET_LENGTH=38;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2911,unknown,unknown
JWT_SECRET_LENGTH=12;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2912,unknown,unknown
JWT_SECRET_LENGTH=16;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=6513,unknown,unknown
JWT_SECRET_LENGTH=38;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1712,unknown,unknown
JWT_SECRET_LENGTH=36;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2915,unknown,unknown
JWT_SECRET_LENGTH=43;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2916,unknown,unknown
JWT_SECRET_LENGTH=6;COOKIE_SECURE=0;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2917,unknown,unknown
JWT_SECRET_LENGTH=21;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2918,unknown,unknown
JWT_SECRET_LENGTH=43;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2919,unknown,unknown
JWT_SECRET_LENGTH=20;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=6520,unknown,unknown
JWT_SECRET_LENGTH=48;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=1719,unknown,unknown
JWT_SECRET_LENGTH=11;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2922,unknown,unknown
JWT_SECRET_LENGTH=26;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2923,unknown,unknown
JWT_SECRET_LENGTH=48;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2924,unknown,unknown
JWT_SECRET_LENGTH=25;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2925,unknown,unknown
JWT_SECRET_LENGTH=53;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2926,unknown,unknown
JWT_SECRET_LENGTH=5;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=6527,unknown,unknown
JWT_SECRET_LENGTH=31;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1726,unknown,unknown
JWT_SECRET_LENGTH=36;COOKIE_SECURE=0;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2929,unknown,unknown
JWT_SECRET_LENGTH=30;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2930,unknown,unknown
JWT_SECRET_LENGTH=58;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2931,unknown,unknown
JWT_SECRET_LENGTH=10;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2932,unknown,unknown
JWT_SECRET_LENGTH=20;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2933,unknown,unknown
JWT_SECRET_LENGTH=41;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=6534,unknown,unknown
JWT_SECRET_LENGTH=35;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1733,unknown,unknown
JWT_SECRET_LENGTH=63;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2936,unknown,unknown
JWT_SECRET_LENGTH=15;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2937,unknown,unknown
JWT_SECRET_LENGTH=25;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2938,unknown,unknown
JWT_SECRET_LENGTH=46;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2939,unknown,unknown
JWT_SECRET_LENGTH=40;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2940,unknown,unknown
JWT_SECRET_LENGTH=35;COOKIE_SECURE=0;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=6541,unknown,unknown
