jwt_secret_length,cookie_secure,cookie_httponly,session_timeout,vulnerability,severity
8,1,1,5232,weak_jwt_secret,high
16,0,0,431,insecure_cookie,high
33,1,1,3434,none,low
37,1,1,3435,none,low
50,0,1,3436,insecure_cookie,high
13,1,0,3437,weak_jwt_secret,high
21,1,1,3438,none,low
38,0,1,5239,insecure_cookie,high
21,1,1,438,none,low
55,1,0,3441,missing_httponly,medium
7,0,1,3442,weak_jwt_secret,high
26,1,1,3443,none,low
43,1,1,3444,none,low
26,0,0,3445,insecure_cookie,high
60,1,1,5246,long_session,medium
12,1,1,445,weak_jwt_secret,high
31,0,1,3448,insecure_cookie,high
48,1,0,3449,missing_httponly,medium
31,1,1,3450,none,low
32,0,1,3451,insecure_cookie,high
6,1,1,3452,weak_jwt_secret,high
20,1,0,5253,missing_httponly,medium
36,0,1,452,insecure_cookie,high
36,1,1,3455,none,low
37,1,1,3456,none,low
11,0,0,3457,weak_jwt_secret,high
25,1,1,3458,none,low
41,1,1,3459,none,low
20,0,1,5260,insecure_cookie,high
42,1,0,459,missing_httponly,medium
5,1,1,3462,weak_jwt_secret,high
30,0,1,3463,insecure_cookie,high
46,1,1,3464,none,low
25,1,0,3465,missing_httponly,medium
47,0,1,3466,insecure_cookie,high
10,1,1,5267,weak_jwt_secret,high
19,1,1,466,none,low
34,0,0,3469,insecure_cookie,high
30,1,1,3470,none,low
52,1,1,3471,none,low
15,0,1,3472,weak_jwt_secret,high
24,1,0,3473,missing_httponly,medium
39,1,1,5274,long_session,medium
35,0,1,473,insecure_cookie,high
57,1,1,3476,none,low
9,1,0,3477,weak_jwt_secret,high
29,0,1,3478,insecure_cookie,high
44,1,1,3479,none,low
40,1,1,3480,none,low
62,0,0,5281,insecure_cookie,high
14,1,1,480,weak_jwt_secret,high
18,1,1,3483,none,low
32,0,1,3484,insecure_cookie,high
24,1,0,3485,missing_httponly,medium
34,1,1,3486,none,low
8,0,1,3487,weak_jwt_secret,high
23,1,1,5288,long_session,medium
37,1,0,487,missing_httponly,medium
29,0,1,3490,insecure_cookie,high
39,1,1,3491,none,low
13,1,1,3492,weak_jwt_secret,high
28,0,0,3493,insecure_cookie,high
42,1,1,3494,none,low
34,1,1,5295,long_session,medium
44,0,1,494,insecure_cookie,high
7,1,0,3497,weak_jwt_secret,high
17,1,1,3498,none,low
47,0,1,3499,insecure_cookie,high
39,1,1,3500,none,low
49,1,0,3501,missing_httponly,medium
12,0,1,5302,weak_jwt_secret,high
22,1,1,501,none,low
35,1,1,3504,none,low
23,0,0,3505,insecure_cookie,high
54,1,1,3506,none,low
6,1,1,3507,weak_jwt_secret,high
27,0,1,3508,insecure_cookie,high
40,1,0,5309,missing_httponly,medium
28,1,1,508,none,low
59,0,1,3511,insecure_cookie,high
11,1,1,3512,weak_jwt_secret,high
16,1,0,3513,missing_httponly,medium
45,0,1,3514,insecure_cookie,high
33,1,1,3515,none,low
64,1,1,5316,long_session,medium
5,0,0,515,weak_jwt_secret,high
21,1,1,3518,none,low
33,1,1,3519,none,low
38,0,1,3520,insecure_cookie,high
36,1,0,3521,missing_httponly,medium
10,1,1,3522,weak_jwt_secret,high
26,0,1,5323,insecure_cookie,high
38,1,1,522,none,low
22,1,0,3525,missing_httponly,medium
41,0,1,3526,insecure_cookie,high
15,1,1,3527,weak_jwt_secret,high
31,1,1,3528,none,low
43,0,0,3529,insecure_cookie,high
27,1,1,5330,long_session,medium
46,1,1,529,none,low
9,0,1,3532,weak_jwt_secret,high
20,1,0,3533,missing_httponly,medium
48,1,1,3534,none,low
32,0,1,3535,insecure_cookie,high
51,1,1,3536,none,low
14,1,0,5337,weak_jwt_secret,high
25,0,1,536,insecure_cookie,high
36,1,1,3539,none,low
37,1,1,3540,none,low
56,0,0,3541,insecure_cookie,high
8,1,1,3542,weak_jwt_secret,high
30,1,1,3543,none,low
41,0,1,5344,insecure_cookie,high
21,1,0,543,missing_httponly,medium
61,1,1,3546,none,low
13,0,1,3547,weak_jwt_secret,high
19,1,1,3548,none,low
46,1,0,3549,missing_httponly,medium
26,0,1,3550,insecure_cookie,high
33,1,1,5351,long_session,medium
7,1,1,550,weak_jwt_secret,high
24,0,0,3553,insecure_cookie,high
34,1,1,3554,none,low
31,1,1,3555,none,low
38,0,1,3556,insecure_cookie,high
12,1,0,3557,weak_jwt_secret,high
29,1,1,5358,long_session,medium
39,0,1,557,insecure_cookie,high
36,1,1,3560,none,low
43,1,0,3561,missing_httponly,medium
6,0,1,3562,weak_jwt_secret,high
18,1,1,3563,none,low
44,1,1,3564,none,low
20,0,0,5365,insecure_cookie,high
48,1,1,564,none,low
11,1,1,3567,weak_jwt_secret,high
23,0,1,3568,insecure_cookie,high
32,1,0,3569,missing_httponly,medium
25,1,1,3570,none,low
53,0,1,3571,insecure_cookie,high
5,1,1,5372,weak_jwt_secret,high
28,1,0,571,missing_httponly,medium
37,0,1,3574,insecure_cookie,high
30,1,1,3575,none,low
58,1,1,3576,none,low
10,0,0,3577,weak_jwt_secret,high
17,1,1,3578,none,low
42,1,1,5379,long_session,medium
35,0,1,578,insecure_cookie,high
63,1,0,3581,missing_httponly,medium
15,1,1,3582,weak_jwt_secret,high
22,0,1,3583,insecure_cookie,high
47,1,1,3584,none,low
40,1,0,3585,missing_httponly,medium
35,0,1,5386,insecure_cookie,high
9,1,1,585,weak_jwt_secret,high
27,1,1,3588,none,low
35,0,0,3589,insecure_cookie,high
24,1,1,3590,none,low
40,1,1,3591,none,low
14,0,1,3592,weak_jwt_secret,high
16,1,0,5393,missing_httponly,medium
40,1,1,592,none,low
29,0,1,3595,insecure_cookie,high
45,1,1,3596,none,low
8,1,0,3597,weak_jwt_secret,high
21,0,1,3598,insecure_cookie,high
45,1,1,3599,none,low
34,1,1,5400,long_session,medium
50,0,0,599,insecure_cookie,high
13,1,1,1802,weak_jwt_secret,high
26,1,1,1803,none,low
33,0,1,1804,insecure_cookie,high
39,1,0,1805,missing_httponly,medium
55,1,1,1806,none,low
7,0,1,5407,weak_jwt_secret,high
31,1,1,606,none,low
38,1,0,1809,missing_httponly,medium
23,0,1,1810,insecure_cookie,high
60,1,1,1811,none,low
12,1,1,1812,weak_jwt_secret,high
20,0,0,1813,insecure_cookie,high
43,1,1,5414,long_session,medium
28,1,1,613,none,low
32,0,1,1816,insecure_cookie,high
6,1,0,1817,weak_jwt_secret,high
25,1,1,1818,none,low
48,0,1,1819,insecure_cookie,high
33,1,1,1820,none,low
37,1,0,5421,missing_httponly,medium
11,0,1,620,weak_jwt_secret,high
30,1,1,1823,none,low
36,1,1,1824,none,low
38,0,0,1825,insecure_cookie,high
42,1,1,1826,none,low
5,1,1,1827,weak_jwt_secret,high
19,0,1,5428,insecure_cookie,high
41,1,0,627,missing_httponly,medium
22,1,1,1830,none,low
47,0,1,1831,insecure_cookie,high
10,1,1,1832,weak_jwt_secret,high
24,1,0,1833,missing_httponly,medium
46,0,1,1834,insecure_cookie,high
27,1,1,5435,long_session,medium
52,1,1,634,none,low
15,0,0,1837,weak_jwt_secret,high
29,1,1,1838,none,low
34,1,1,1839,none,low
32,0,1,1840,insecure_cookie,high
57,1,0,1841,missing_httponly,medium
9,1,1,5442,weak_jwt_secret,high
18,0,1,641,insecure_cookie,high
39,1,1,1844,none,low
37,1,0,1845,missing_httponly,medium
62,0,1,1846,insecure_cookie,high
14,1,1,1847,weak_jwt_secret,high
23,1,1,1848,none,low
44,0,0,5449,insecure_cookie,high
21,1,1,648,none,low
34,1,1,1851,none,low
8,0,1,1852,weak_jwt_secret,high
28,1,0,1853,missing_httponly,medium
32,1,1,1854,none,low
26,0,1,1855,insecure_cookie,high
39,1,1,5456,long_session,medium
13,1,0,655,weak_jwt_secret,high
17,0,1,1858,insecure_cookie,high
37,1,1,1859,none,low
31,1,1,1860,none,low
44,0,0,1861,insecure_cookie,high
7,1,1,1862,weak_jwt_secret,high
22,1,1,5463,long_session,medium
42,0,1,662,insecure_cookie,high
36,1,0,1865,missing_httponly,medium
49,1,1,1866,none,low
12,0,1,1867,weak_jwt_secret,high
27,1,1,1868,none,low
47,1,0,1869,missing_httponly,medium
20,0,1,5470,insecure_cookie,high
54,1,1,669,none,low
6,1,1,1872,weak_jwt_secret,high
16,0,0,1873,insecure_cookie,high
35,1,1,1874,none,low
25,1,1,1875,none,low
59,0,1,1876,insecure_cookie,high
11,1,0,5477,weak_jwt_secret,high
21,1,1,676,none,low
40,0,1,1879,insecure_cookie,high
30,1,1,1880,none,low
64,1,0,1881,missing_httponly,medium
5,0,1,1882,weak_jwt_secret,high
26,1,1,1883,none,low
45,1,1,5484,long_session,medium
35,0,0,683,insecure_cookie,high
36,1,1,1886,none,low
10,1,1,1887,weak_jwt_secret,high
31,0,1,1888,insecure_cookie,high
33,1,0,1889,missing_httponly,medium
40,1,1,1890,none,low
41,0,1,5491,insecure_cookie,high
15,1,1,690,weak_jwt_secret,high
20,1,0,1893,missing_httponly,medium
38,0,1,1894,insecure_cookie,high
24,1,1,1895,none,low
46,1,1,1896,none,low
9,0,0,1897,weak_jwt_secret,high
25,1,1,5498,long_session,medium
43,1,1,697,none,low
29,0,1,1900,insecure_cookie,high
51,1,0,1901,missing_httponly,medium
14,1,1,1902,weak_jwt_secret,high
30,0,1,1903,insecure_cookie,high
48,1,1,1904,none,low
34,1,0,5505,missing_httponly,medium
56,0,1,704,insecure_cookie,high
8,1,1,1907,weak_jwt_secret,high
19,1,1,1908,none,low
36,0,0,1909,insecure_cookie,high
39,1,1,1910,none,low
61,1,1,1911,none,low
13,0,1,5512,weak_jwt_secret,high
24,1,0,711,missing_httponly,medium
41,1,1,1914,none,low
23,0,1,1915,insecure_cookie,high
33,1,1,1916,none,low
7,1,0,1917,weak_jwt_secret,high
29,0,1,1918,insecure_cookie,high
46,1,1,5519,long_session,medium
28,1,1,718,none,low
38,0,0,1921,insecure_cookie,high
12,1,1,1922,weak_jwt_secret,high
18,1,1,1923,none,low
34,0,1,1924,insecure_cookie,high
33,1,0,1925,missing_httponly,medium
43,1,1,5526,long_session,medium
6,0,1,725,weak_jwt_secret,high
23,1,1,1928,none,low
39,1,0,1929,missing_httponly,medium
38,0,1,1930,insecure_cookie,high
48,1,1,1931,none,low
11,1,1,1932,weak_jwt_secret,high
28,0,0,5533,insecure_cookie,high
44,1,1,732,none,low
22,1,1,1935,none,low
53,0,1,1936,insecure_cookie,high
5,1,0,1937,weak_jwt_secret,high
17,1,1,1938,none,low
32,0,1,1939,insecure_cookie,high
27,1,1,5540,long_session,medium
58,1,0,739,missing_httponly,medium
10,0,1,1942,weak_jwt_secret,high
22,1,1,1943,none,low
37,1,1,1944,none,low
32,0,0,1945,insecure_cookie,high
63,1,1,1946,none,low
15,1,1,5547,weak_jwt_secret,high
27,0,1,746,insecure_cookie,high
42,1,0,1949,missing_httponly,medium
37,1,1,1950,none,low
35,0,1,1951,insecure_cookie,high
9,1,1,1952,weak_jwt_secret,high
16,1,0,1953,missing_httponly,medium
47,0,1,5554,insecure_cookie,high
21,1,1,753,none,low
40,1,1,1956,none,low
14,0,0,1957,weak_jwt_secret,high
21,1,1,1958,none,low
35,1,1,1959,none,low
26,0,1,1960,insecure_cookie,high
45,1,0,5561,missing_httponly,medium
8,1,1,760,weak_jwt_secret,high
26,0,1,1963,insecure_cookie,high
40,1,1,1964,none,low
31,1,0,1965,missing_httponly,medium
50,0,1,1966,insecure_cookie,high
13,1,1,1967,weak_jwt_secret,high
31,1,1,5568,long_session,medium
45,0,0,767,insecure_cookie,high
36,1,1,1970,none,low
55,1,1,1971,none,low
7,0,1,1972,weak_jwt_secret,high
20,1,0,1973,missing_httponly,medium
33,1,1,1974,none,low
20,0,1,5575,insecure_cookie,high
60,1,1,774,none,low
12,1,0,1977,weak_jwt_secret,high
25,0,1,1978,insecure_cookie,high
38,1,1,1979,none,low
25,1,1,1980,none,low
32,0,0,1981,insecure_cookie,high
6,1,1,5582,weak_jwt_secret,high
30,1,1,781,none,low
43,0,1,1984,insecure_cookie,high
30,1,0,1985,missing_httponly,medium
37,1,1,1986,none,low
11,0,1,1987,weak_jwt_secret,high
19,1,1,1988,none,low
48,1,0,5589,missing_httponly,medium
35,0,1,788,insecure_cookie,high
42,1,1,1991,none,low
5,1,1,1992,weak_jwt_secret,high
24,0,0,1993,insecure_cookie,high
36,1,1,1994,none,low
40,1,1,1995,none,low
47,0,1,5596,insecure_cookie,high
10,1,0,795,weak_jwt_secret,high
29,1,1,1998,none,low
41,0,1,1999,insecure_cookie,high
24,1,1,2000,none,low
52,1,0,2001,missing_httponly,medium
15,0,1,2002,weak_jwt_secret,high
18,1,1,5603,long_session,medium
46,1,1,802,none,low
29,0,0,2005,insecure_cookie,high
57,1,1,2006,none,low
9,1,1,2007,weak_jwt_secret,high
23,0,1,2008,insecure_cookie,high
34,1,0,2009,missing_httponly,medium
34,1,1,5610,long_session,medium
62,0,1,809,insecure_cookie,high
14,1,1,2012,weak_jwt_secret,high
28,1,0,2013,missing_httponly,medium
39,0,1,2014,insecure_cookie,high
39,1,1,2015,none,low
34,1,1,2016,none,low
8,0,0,5617,weak_jwt_secret,high
17,1,1,816,none,low
44,1,1,2019,none,low
23,0,1,2020,insecure_cookie,high
39,1,0,2021,missing_httponly,medium
13,1,1,2022,weak_jwt_secret,high
22,0,1,2023,insecure_cookie,high
32,1,1,5624,long_session,medium
28,1,0,823,missing_httponly,medium
44,0,1,2026,insecure_cookie,high
7,1,1,2027,weak_jwt_secret,high
27,1,1,2028,none,low
37,0,0,2029,insecure_cookie,high
33,1,1,2030,none,low
49,1,1,5631,long_session,medium
12,0,1,830,weak_jwt_secret,high
16,1,0,2033,missing_httponly,medium
42,1,1,2034,none,low
38,0,1,2035,insecure_cookie,high
54,1,1,2036,none,low
6,1,0,2037,weak_jwt_secret,high
21,0,1,5638,insecure_cookie,high
47,1,1,837,none,low
22,1,1,2040,none,low
59,0,0,2041,insecure_cookie,high
11,1,1,2042,weak_jwt_secret,high
26,1,1,2043,none,low
35,0,1,2044,insecure_cookie,high
27,1,0,5645,missing_httponly,medium
64,1,1,844,none,low
5,0,1,2047,weak_jwt_secret,high
31,1,1,2048,none,low
40,1,0,2049,missing_httponly,medium
32,0,1,2050,insecure_cookie,high
36,1,1,2051,none,low
10,1,1,5652,weak_jwt_secret,high
20,0,0,851,insecure_cookie,high
45,1,1,2054,none,low
37,1,1,2055,none,low
41,0,1,2056,insecure_cookie,high
15,1,0,2057,weak_jwt_secret,high
25,1,1,2058,none,low
33,0,1,5659,insecure_cookie,high
21,1,1,858,none,low
46,1,0,2061,missing_httponly,medium
9,0,1,2062,weak_jwt_secret,high
30,1,1,2063,none,low
38,1,1,2064,none,low
26,0,0,2065,insecure_cookie,high
51,1,1,5666,long_session,medium
14,1,1,865,weak_jwt_secret,high
19,0,1,2068,insecure_cookie,high
43,1,0,2069,missing_httponly,medium
31,1,1,2070,none,low
56,0,1,2071,insecure_cookie,high
8,1,1,2072,weak_jwt_secret,high
24,1,0,5673,missing_httponly,medium
48,0,1,872,insecure_cookie,high
36,1,1,2075,none,low
61,1,1,2076,none,low
13,0,0,2077,weak_jwt_secret,high
29,1,1,2078,none,low
36,1,1,2079,none,low
20,0,1,5680,insecure_cookie,high
33,1,0,879,missing_httponly,medium
7,1,1,2082,weak_jwt_secret,high
18,0,1,2083,insecure_cookie,high
41,1,1,2084,none,low
25,1,0,2085,missing_httponly,medium
38,0,1,2086,insecure_cookie,high
12,1,1,5687,weak_jwt_secret,high
23,1,1,886,none,low
46,0,0,2089,insecure_cookie,high
30,1,1,2090,none,low
43,1,1,2091,none,low
6,0,1,2092,weak_jwt_secret,high
28,1,0,2093,missing_httponly,medium
34,1,1,5694,long_session,medium
35,0,1,893,insecure_cookie,high
48,1,1,2096,none,low
11,1,0,2097,weak_jwt_secret,high
17,0,1,2098,insecure_cookie,high
39,1,1,2099,none,low
40,1,1,2100,none,low
53,0,0,5701,insecure_cookie,high
5,1,1,900,weak_jwt_secret,high
22,1,1,2103,none,low
44,0,1,2104,insecure_cookie,high
24,1,0,2105,missing_httponly,medium
58,1,1,2106,none,low
10,0,1,2107,weak_jwt_secret,high
27,1,1,5708,long_session,medium
32,1,0,907,missing_httponly,medium
29,0,1,2110,insecure_cookie,high
63,1,1,2111,none,low
15,1,1,2112,weak_jwt_secret,high
16,0,0,2113,insecure_cookie,high
37,1,1,2114,none,low
34,1,1,5715,long_session,medium
35,0,1,914,insecure_cookie,high
9,1,0,2117,weak_jwt_secret,high
21,1,1,2118,none,low
42,0,1,2119,insecure_cookie,high
39,1,1,2120,none,low
40,1,0,2121,missing_httponly,medium
14,0,1,5722,weak_jwt_secret,high
26,1,1,921,none,low
47,1,1,2124,none,low
23,0,0,2125,insecure_cookie,high
45,1,1,2126,none,low
8,1,1,2127,weak_jwt_secret,high
31,0,1,2128,insecure_cookie,high
35,1,0,5729,missing_httponly,medium
28,1,1,928,none,low
50,0,1,2131,insecure_cookie,high
13,1,1,2132,weak_jwt_secret,high
20,1,0,2133,missing_httponly,medium
40,0,1,2134,insecure_cookie,high
33,1,1,2135,none,low
55,1,1,5736,long_session,medium
7,0,0,935,weak_jwt_secret,high
25,1,1,2138,none,low
45,1,1,2139,none,low
38,0,1,2140,insecure_cookie,high
60,1,0,2141,missing_httponly,medium
12,1,1,2142,weak_jwt_secret,high
30,0,1,5743,insecure_cookie,high
33,1,1,942,none,low
22,1,0,2145,missing_httponly,medium
32,0,1,2146,insecure_cookie,high
6,1,1,2147,weak_jwt_secret,high
19,1,1,2148,none,low
38,0,0,2149,insecure_cookie,high
27,1,1,5750,long_session,medium
37,1,1,949,none,low
11,0,1,2152,weak_jwt_secret,high
24,1,0,2153,missing_httponly,medium
43,1,1,2154,none,low
32,0,1,2155,insecure_cookie,high
42,1,1,2156,none,low
5,1,0,5757,weak_jwt_secret,high
29,0,1,956,insecure_cookie,high
48,1,1,2159,none,low
37,1,1,2160,none,low
47,0,0,2161,insecure_cookie,high
10,1,1,2162,weak_jwt_secret,high
18,1,1,2163,none,low
36,0,1,5764,insecure_cookie,high
21,1,0,963,missing_httponly,medium
52,1,1,2166,none,low
15,0,1,2167,weak_jwt_secret,high
23,1,1,2168,none,low
41,1,0,2169,missing_httponly,medium
26,0,1,2170,insecure_cookie,high
57,1,1,5771,long_session,medium
9,1,1,970,weak_jwt_secret,high
28,0,0,2173,insecure_cookie,high
46,1,1,2174,none,low
31,1,1,2175,none,low
62,0,1,2176,insecure_cookie,high
14,1,0,2177,weak_jwt_secret,high
17,1,1,5778,long_session,medium
34,0,1,977,insecure_cookie,high
36,1,1,2180,none,low
34,1,0,2181,missing_httponly,medium
8,0,1,2182,weak_jwt_secret,high
22,1,1,2183,none,low
39,1,1,2184,none,low
20,0,0,5785,insecure_cookie,high
39,1,1,984,none,low
13,1,1,2187,weak_jwt_secret,high
27,0,1,2188,insecure_cookie,high
44,1,0,2189,missing_httponly,medium
25,1,1,2190,none,low
44,0,1,2191,insecure_cookie,high
7,1,1,5792,weak_jwt_secret,high
16,1,0,991,missing_httponly,medium
32,0,1,2194,insecure_cookie,high
30,1,1,2195,none,low
49,1,1,2196,none,low
12,0,0,2197,weak_jwt_secret,high
21,1,1,2198,none,low
37,1,1,5799,long_session,medium
35,0,1,998,insecure_cookie,high
54,1,0,2201,missing_httponly,medium
6,1,1,2202,weak_jwt_secret,high
26,0,1,2203,insecure_cookie,high
42,1,1,2204,none,low
40,1,0,2205,missing_httponly,medium
59,0,1,5806,insecure_cookie,high
11,1,1,1005,weak_jwt_secret,high
31,1,1,2208,none,low
47,0,0,2209,insecure_cookie,high
24,1,1,2210,none,low
64,1,1,2211,none,low
5,0,1,2212,weak_jwt_secret,high
20,1,0,5813,missing_httponly,medium
35,1,1,1012,none,low
29,0,1,2215,insecure_cookie,high
36,1,1,2216,none,low
10,1,0,2217,weak_jwt_secret,high
25,0,1,2218,insecure_cookie,high
40,1,1,2219,none,low
34,1,1,5820,long_session,medium
41,0,0,1019,insecure_cookie,high
15,1,1,2222,weak_jwt_secret,high
30,1,1,2223,none,low
45,0,1,2224,insecure_cookie,high
39,1,0,2225,missing_httponly,medium
46,1,1,2226,none,low
9,0,1,5827,weak_jwt_secret,high
19,1,1,1026,none,low
33,1,0,2229,missing_httponly,medium
23,0,1,2230,insecure_cookie,high
51,1,1,2231,none,low
14,1,1,2232,weak_jwt_secret,high
24,0,0,2233,insecure_cookie,high
38,1,1,5834,long_session,medium
28,1,1,1033,none,low
56,0,1,2236,insecure_cookie,high
8,1,0,2237,weak_jwt_secret,high
29,1,1,2238,none,low
43,0,1,2239,insecure_cookie,high
33,1,1,2240,none,low
61,1,0,5841,missing_httponly,medium
13,0,1,1040,weak_jwt_secret,high
18,1,1,2243,none,low
48,1,1,2244,none,low
38,0,0,2245,insecure_cookie,high
33,1,1,2246,none,low
7,1,1,2247,weak_jwt_secret,high
23,0,1,5848,insecure_cookie,high
36,1,0,1047,missing_httponly,medium
22,1,1,2250,none,low
38,0,1,2251,insecure_cookie,high
12,1,1,2252,weak_jwt_secret,high
28,1,0,2253,missing_httponly,medium
41,0,1,2254,insecure_cookie,high
27,1,1,5855,long_session,medium
43,1,1,1054,none,low
6,0,0,2257,weak_jwt_secret,high
17,1,1,2258,none,low
46,1,1,2259,none,low
32,0,1,2260,insecure_cookie,high
48,1,0,2261,missing_httponly,medium
11,1,1,5862,weak_jwt_secret,high
22,0,1,1061,insecure_cookie,high
34,1,1,2264,none,low
37,1,0,2265,missing_httponly,medium
53,0,1,2266,insecure_cookie,high
5,1,1,2267,weak_jwt_secret,high
27,1,1,2268,none,low
39,0,0,5869,insecure_cookie,high
21,1,1,1068,none,low
58,1,1,2271,none,low
10,0,1,2272,weak_jwt_secret,high
16,1,0,2273,missing_httponly,medium
44,1,1,2274,none,low
26,0,1,2275,insecure_cookie,high
63,1,1,5876,long_session,medium
15,1,0,1075,weak_jwt_secret,high
21,0,1,2278,insecure_cookie,high
32,1,1,2279,none,low
31,1,1,2280,none,low
35,0,0,2281,insecure_cookie,high
9,1,1,2282,weak_jwt_secret,high
26,1,1,5883,long_session,medium
37,0,1,1082,insecure_cookie,high
36,1,0,2285,missing_httponly,medium
40,1,1,2286,none,low
14,0,1,2287,weak_jwt_secret,high
31,1,1,2288,none,low
42,1,0,2289,missing_httponly,medium
20,0,1,5890,insecure_cookie,high
45,1,1,1089,none,low
8,1,1,2292,weak_jwt_secret,high
20,0,0,2293,insecure_cookie,high
47,1,1,2294,none,low
25,1,1,2295,none,low
50,0,1,2296,insecure_cookie,high
13,1,0,5897,weak_jwt_secret,high
25,1,1,1096,none,low
35,0,1,2299,insecure_cookie,high
30,1,1,2300,none,low
55,1,0,2301,missing_httponly,medium
7,0,1,2302,weak_jwt_secret,high
30,1,1,2303,none,low
40,1,1,5904,long_session,medium
35,0,0,1103,insecure_cookie,high
60,1,1,2306,none,low
12,1,1,2307,weak_jwt_secret,high
19,0,1,2308,insecure_cookie,high
45,1,0,2309,missing_httponly,medium
40,1,1,2310,none,low
32,0,1,5911,insecure_cookie,high
6,1,1,1110,weak_jwt_secret,high
24,1,0,2313,missing_httponly,medium
33,0,1,2314,insecure_cookie,high
24,1,1,2315,none,low
37,1,1,2316,none,low
11,0,0,2317,weak_jwt_secret,high
29,1,1,5918,long_session,medium
38,1,1,1117,none,low
29,0,1,2320,insecure_cookie,high
42,1,0,2321,missing_httponly,medium
5,1,1,2322,weak_jwt_secret,high
18,0,1,2323,insecure_cookie,high
43,1,1,2324,none,low
34,1,0,5925,missing_httponly,medium
47,0,1,1124,insecure_cookie,high
10,1,1,2327,weak_jwt_secret,high
23,1,1,2328,none,low
48,0,0,2329,insecure_cookie,high
39,1,1,2330,none,low
52,1,1,2331,none,low
15,0,1,5932,weak_jwt_secret,high
28,1,0,1131,missing_httponly,medium
36,1,1,2334,none,low
23,0,1,2335,insecure_cookie,high
57,1,1,2336,none,low
9,1,0,2337,weak_jwt_secret,high
17,0,1,2338,insecure_cookie,high
41,1,1,5939,long_session,medium
28,1,1,1138,none,low
62,0,0,2341,insecure_cookie,high
14,1,1,2342,weak_jwt_secret,high
22,1,1,2343,none,low
46,0,1,2344,insecure_cookie,high
33,1,0,2345,missing_httponly,medium
34,1,1,5946,long_session,medium
8,0,1,1145,weak_jwt_secret,high
27,1,1,2348,none,low
34,1,0,2349,missing_httponly,medium
38,0,1,2350,insecure_cookie,high
39,1,1,2351,none,low
13,1,1,2352,weak_jwt_secret,high
16,0,0,5953,insecure_cookie,high
39,1,1,1152,none,low
22,1,1,2355,none,low
44,0,1,2356,insecure_cookie,high
7,1,0,2357,weak_jwt_secret,high
21,1,1,2358,none,low
44,0,1,2359,insecure_cookie,high
27,1,1,5960,long_session,medium
49,1,0,1159,missing_httponly,medium
12,0,1,2362,weak_jwt_secret,high
26,1,1,2363,none,low
32,1,1,2364,none,low
32,0,0,2365,insecure_cookie,high
54,1,1,2366,none,low
6,1,1,5967,weak_jwt_secret,high
31,0,1,1166,insecure_cookie,high
37,1,0,2369,missing_httponly,medium
37,1,1,2370,none,low
59,0,1,2371,insecure_cookie,high
11,1,1,2372,weak_jwt_secret,high
20,1,0,2373,missing_httponly,medium
42,0,1,5974,insecure_cookie,high
21,1,1,1173,none,low
64,1,1,2376,none,low
5,0,0,2377,weak_jwt_secret,high
25,1,1,2378,none,low
47,1,1,2379,none,low
26,0,1,2380,insecure_cookie,high
36,1,0,5981,missing_httponly,medium
10,1,1,1180,weak_jwt_secret,high
30,0,1,2383,insecure_cookie,high
35,1,1,2384,none,low
31,1,0,2385,missing_httponly,medium
41,0,1,2386,insecure_cookie,high
15,1,1,2387,weak_jwt_secret,high
19,1,1,5988,long_session,medium
40,0,0,1187,insecure_cookie,high
36,1,1,2390,none,low
46,1,1,2391,none,low
9,0,1,2392,weak_jwt_secret,high
24,1,0,2393,missing_httponly,medium
45,1,1,2394,none,low
20,0,1,5995,insecure_cookie,high
51,1,1,1194,none,low
14,1,0,2397,weak_jwt_secret,high
29,0,1,2398,insecure_cookie,high
33,1,1,2399,none,low
25,1,1,2400,none,low
56,0,0,2401,insecure_cookie,high
8,1,1,6002,weak_jwt_secret,high
18,1,1,1201,none,low
38,0,1,2404,insecure_cookie,high
30,1,0,2405,missing_httponly,medium
61,1,1,2406,none,low
13,0,1,2407,weak_jwt_secret,high
23,1,1,2408,none,low
43,1,0,6009,missing_httponly,medium
35,0,1,1208,insecure_cookie,high
33,1,1,2411,none,low
7,1,1,2412,weak_jwt_secret,high
28,0,0,2413,insecure_cookie,high
48,1,1,2414,none,low
40,1,1,2415,none,low
38,0,1,6016,insecure_cookie,high
12,1,0,1215,weak_jwt_secret,high
17,1,1,2418,none,low
36,0,1,2419,insecure_cookie,high
24,1,1,2420,none,low
43,1,0,2421,missing_httponly,medium
6,0,1,2422,weak_jwt_secret,high
22,1,1,6023,long_session,medium
41,1,1,1222,none,low
29,0,0,2425,insecure_cookie,high
48,1,1,2426,none,low
11,1,1,2427,weak_jwt_secret,high
27,0,1,2428,insecure_cookie,high
46,1,0,2429,missing_httponly,medium
34,1,1,6030,long_session,medium
53,0,1,1229,insecure_cookie,high
5,1,1,2432,weak_jwt_secret,high
16,1,0,2433,missing_httponly,medium
34,0,1,2434,insecure_cookie,high
39,1,1,2435,none,low
58,1,1,2436,none,low
10,0,0,6037,weak_jwt_secret,high
21,1,1,1236,none,low
39,1,1,2439,none,low
23,0,1,2440,insecure_cookie,high
63,1,0,2441,missing_httponly,medium
15,1,1,2442,weak_jwt_secret,high
26,0,1,2443,insecure_cookie,high
44,1,1,6044,long_session,medium
28,1,0,1243,missing_httponly,medium
35,0,1,2446,insecure_cookie,high
9,1,1,2447,weak_jwt_secret,high
31,1,1,2448,none,low
